filename,date,audience,audience_label,title,slug,wordcount,image_count,tags,source_url
2026-08-27_paid_瘋狂的增長預測？現金流大幅下降？-財報解剖_-Nvidia-_-26年8月.pdf,2026-08-27,only_paid,💎 付費,瘋狂的增長預測？現金流大幅下降？- 財報解剖: Nvidia | 26年8月,nvidia-268,3528,0,財報解剖,https://www.fomosoc.com/p/nvidia-268
2026-08-26_paid_穩定幣能救美債嗎？CLARITY-改變什麼？比特幣的底層邏輯是？-深入分析第61期：穩定幣和加密貨幣.pdf,2026-08-26,only_paid,💎 付費,穩定幣能救美債嗎？CLARITY 改變什麼？比特幣的底層邏輯是？- 深入分析第61期：穩定幣和加密貨幣,clarity-61,7613,0,每週深入分析,https://www.fomosoc.com/p/clarity-61
2026-08-22_free_美國突襲債市，這是QE嗎？對股市有何影響？加密貨幣受惠？-KP思考筆記(第56期).pdf,2026-08-22,everyone,🆓 公開,美國突襲債市，這是QE嗎？對股市有何影響？加密貨幣受惠？ - KP思考筆記(第56期),qe-kp56,4144,0,思考筆記,https://www.fomosoc.com/p/qe-kp56
2026-08-19_paid_微軟失去GPT獨家反而更好？亞馬遜估值太貴？-谷歌需要Gemini變強嗎？-Meta-PE低是撿便宜？-深入分析第60期：四大巨頭.pdf,2026-08-19,only_paid,💎 付費,微軟失去GPT獨家反而更好？亞馬遜估值太貴？ 谷歌需要Gemini變強嗎？ Meta PE低是撿便宜？- 深入分析第60期：四大巨頭,gpt-gemini-meta-pe-60,13985,0,每週深入分析,https://www.fomosoc.com/p/gpt-gemini-meta-pe-60
2026-08-15_free_黃仁勳聯手華爾街？AI泡沫要來了？AI-佔-SpaceX-99%-價值？-KP思考筆記(第55期).pdf,2026-08-15,everyone,🆓 公開,黃仁勳聯手華爾街？AI泡沫要來了？AI 佔 SpaceX 99% 價值？ - KP思考筆記(第55期),aiai-spacex-99-kp55,5575,0,思考筆記,https://www.fomosoc.com/p/aiai-spacex-99-kp55
2026-08-14_paid_暴漲原因是？拐點到來了？-財報解剖_-Neoclouds雙雄-(CoreWeave-VS-Nebius)-_-26年8月.pdf,2026-08-14,only_paid,💎 付費,暴漲原因是？拐點到來了？ - 財報解剖: Neoclouds雙雄 (CoreWeave VS Nebius) | 26年8月,neoclouds-coreweave-vs-nebius-268,2674,0,,https://www.fomosoc.com/p/neoclouds-coreweave-vs-nebius-268
2026-08-12_paid_什麼是主權-AI？黃仁勳為何狂推開源？如何改寫利潤分配？-深入分析第59期：主權AI-+-開源模型.pdf,2026-08-12,only_paid,💎 付費,什麼是主權 AI？黃仁勳為何狂推開源？如何改寫利潤分配？ - 深入分析第59期：主權AI + 開源模型,ai-59ai,9877,0,每週深入分析,https://www.fomosoc.com/p/ai-59ai
2026-08-08_free_美國限制中國光模組？谷歌又有大將出走？Palantir爆發了？-KP思考筆記(第54期).pdf,2026-08-08,everyone,🆓 公開,美國限制中國光模組？谷歌又有大將出走？Palantir爆發了？ - KP思考筆記(第54期),palantir-kp54,5508,0,思考筆記,https://www.fomosoc.com/p/palantir-kp54
2026-08-07_paid_KP商周專欄(第2011，2012，2013，2014，2015，2016期).pdf,2026-08-07,only_paid,💎 付費,KP商周專欄(第2011，2012，2013，2014，2015，2016期),kp201120122013201420152016,10107,0,商周專欄,https://www.fomosoc.com/p/kp201120122013201420152016
2026-08-06_paid_Optimus-到宇樹：機器人走到哪了？產業鏈長怎樣？ETF-能買嗎？-深入分析第58期：機器人(系列1).pdf,2026-08-06,only_paid,💎 付費,Optimus 到宇樹：機器人走到哪了？產業鏈長怎樣？ETF 能買嗎？ - 深入分析第58期：機器人(系列1),optimus-etf-581,12838,0,每週深入分析,https://www.fomosoc.com/p/optimus-etf-581
2026-08-01_free_微軟，亞馬遜，Meta財報你最需要知道的重點-KP思考筆記(第53期).pdf,2026-08-01,everyone,🆓 公開,微軟，亞馬遜，Meta財報你最需要知道的重點 - KP思考筆記(第53期),meta-kp53,4984,0,思考筆記,https://www.fomosoc.com/p/meta-kp53
2026-07-29_paid_中國做出了DUV，然後呢？EUV-還遠嗎？High-NA-又是什麼？ASML-的王座還穩嗎？-深入分析第57期：ASML.pdf,2026-07-29,only_paid,💎 付費,中國做出了DUV，然後呢？EUV 還遠嗎？High NA 又是什麼？ASML 的王座還穩嗎？ - 深入分析第57期：ASML,duveuv-high-na-asml-57asml,10826,0,每週深入分析,https://www.fomosoc.com/p/duveuv-high-na-asml-57asml
2026-07-25_free_CUDA護城河被削弱？黃仁勳在X首次發文？Gemini真的不行了嗎？-KP思考筆記(第52期).pdf,2026-07-25,everyone,🆓 公開,CUDA護城河被削弱？黃仁勳在X首次發文？Gemini真的不行了嗎？- KP思考筆記(第52期),cudaxgemini-kp52,7069,0,思考筆記,https://www.fomosoc.com/p/cudaxgemini-kp52
2026-07-22_paid_(研究院最硬核一篇)記憶體擺脫週期了？單位數PE真的是在撿便宜？-深入分析第56期：美光，SK海力士，三星.pdf,2026-07-22,only_paid,💎 付費,(研究院最硬核一篇)記憶體擺脫週期了？單位數PE真的是在撿便宜？ - 深入分析第56期：美光，SK海力士，三星,pe-56sk,13490,0,每週深入分析,https://www.fomosoc.com/p/pe-56sk
2026-07-18_free_DeepSeek-2.0時刻？Kimi令AI支出大幅減少？大科技才是受益者？-KP思考筆記(第51期).pdf,2026-07-18,everyone,🆓 公開,DeepSeek 2.0時刻？Kimi令AI支出大幅減少？大科技才是受益者？- KP思考筆記(第51期),deepseek-20kimiai-kp51,6223,0,思考筆記,https://www.fomosoc.com/p/deepseek-20kimiai-kp51
2026-07-15_paid_3D封裝的下一步是？混合鍵合(Hybrid-Bonding)被推遲了？BESI、ASMPT-與韓美的設備大鬥法-深入分析第55期：3D封裝.pdf,2026-07-15,only_paid,💎 付費,3D封裝的下一步是？混合鍵合(Hybrid Bonding)被推遲了？BESI、ASMPT 與韓美的設備大鬥法- 深入分析第55期：3D封裝,3dhybrid-bondingbesiasmpt-553d,8630,0,每週深入分析,https://www.fomosoc.com/p/3dhybrid-bondingbesiasmpt-553d
2026-07-11_free_Nvidia延期了？SK海力士ADR要點？Meta新動作解讀？-KP思考筆記(第50期).pdf,2026-07-11,everyone,🆓 公開,Nvidia延期了？SK海力士ADR要點？Meta新動作解讀？- KP思考筆記(第50期),nvidiaskadrmeta-kp50,7209,0,思考筆記,https://www.fomosoc.com/p/nvidiaskadrmeta-kp50
2026-07-08_paid_AI-代理人越多，它收的保護費越多？AI是助力並非阻力？-深入分析第55期：Datadog.pdf,2026-07-08,only_paid,💎 付費,AI 代理人越多，它收的保護費越多？AI是助力並非阻力？- 深入分析第55期：Datadog,ai-ai-55datadog,11697,0,每週深入分析,https://www.fomosoc.com/p/ai-ai-55datadog
2026-07-04_free_Meta算力過剩了嗎？加息機率下降？Palantir大駡大模型？-KP思考筆記(第49期).pdf,2026-07-04,everyone,🆓 公開,Meta算力過剩了嗎？加息機率下降？Palantir大駡大模型？ - KP思考筆記(第49期),metapalantir-kp49,5147,0,思考筆記,https://www.fomosoc.com/p/metapalantir-kp49
2026-07-01_paid_為何非玻璃不可？CoPoS和玻璃有關嗎？材料，TGV，檢測，面板，載板，誰是贏家？-深入分析第54期：玻璃基板.pdf,2026-07-01,only_paid,💎 付費,為何非玻璃不可？CoPoS和玻璃有關嗎？材料，TGV，檢測，面板，載板，誰是贏家？- 深入分析第54期：玻璃基板,copostgv-54,12170,0,每週深入分析,https://www.fomosoc.com/p/copostgv-54
2026-06-27_free_蘋果和美光隔空交火？今年升三次息？SK海力士減產HBM？-KP思考筆記(第48期).pdf,2026-06-27,everyone,🆓 公開,蘋果和美光隔空交火？今年升三次息？SK海力士減產HBM？ - KP思考筆記(第48期),skhbm-kp48,5833,0,思考筆記,https://www.fomosoc.com/p/skhbm-kp48
2026-06-25_paid_KP商周專欄(第2009，2010期).pdf,2026-06-25,only_paid,💎 付費,KP商周專欄(第2009，2010期),kp20092010,4307,0,商周專欄,https://www.fomosoc.com/p/kp20092010
2026-06-24_paid_HBM-DRAM不夠用？NVIDIA-記憶體分層革命_-SSD當記憶體？-深入分析第53期：NAND-Flash控制器-(慧榮-SIMO，群聯).pdf,2026-06-24,only_paid,💎 付費,HBM DRAM不夠用？NVIDIA 記憶體分層革命? SSD當記憶體？ - 深入分析第53期：NAND Flash控制器 (慧榮 SIMO，群聯),hbm-dramnvidia-ssd-53nand-flash-simo,8667,0,每週深入分析,https://www.fomosoc.com/p/hbm-dramnvidia-ssd-53nand-flash-simo
2026-06-20_free_SpaceX一上市就收購Cursor？微軟與甲骨文談崩了？Nvidia-為何要借錢？-KP思考筆記(第47期).pdf,2026-06-20,everyone,🆓 公開,SpaceX一上市就收購Cursor？微軟與甲骨文談崩了？Nvidia 為何要借錢？- KP思考筆記(第47期),spacexcursornvidia-kp47,4830,0,思考筆記,https://www.fomosoc.com/p/spacexcursornvidia-kp47
2026-06-17_paid_矽不夠用了？SiC與GaN怎麼分工？800V究竟來了沒？供應鏈誰是贏家？-深入分析第52期：功率半導體.pdf,2026-06-17,only_paid,💎 付費,矽不夠用了？SiC與GaN怎麼分工？800V究竟來了沒？供應鏈誰是贏家？ - 深入分析第52期：功率半導體,sicgan800v-52,10962,0,每週深入分析,https://www.fomosoc.com/p/sicgan800v-52
2026-06-13_free_800-VDC延期了？SpaceX-IPO後會如何？WWDC沒有新意？-KP思考筆記(第46期).pdf,2026-06-13,everyone,🆓 公開,800 VDC延期了？SpaceX IPO後會如何？WWDC沒有新意？ - KP思考筆記(第46期),800-vdcspacex-ipowwdc-kp46,7705,0,思考筆記,https://www.fomosoc.com/p/800-vdcspacex-ipowwdc-kp46
2026-06-10_paid_Fed準備要升息了？就業十分火爆？萬一升息循環怎麼辦？-深入分析第51期：利率路徑推演.pdf,2026-06-10,only_paid,💎 付費,Fed準備要升息了？就業十分火爆？萬一升息循環怎麼辦？ - 深入分析第51期：利率路徑推演,fed-51,9765,0,,https://www.fomosoc.com/p/fed-51
2026-06-06_free_今年要加息了？記憶體需求減半？AI-PC時代到來？-KP思考筆記(第45期).pdf,2026-06-06,everyone,🆓 公開,今年要加息了？記憶體需求減半？AI PC時代到來？ - KP思考筆記(第45期),ai-pc-kp45,8033,0,思考筆記,https://www.fomosoc.com/p/ai-pc-kp45
2026-06-05_paid_KP商周專欄(第2006，2007，2008期).pdf,2026-06-05,only_paid,💎 付費,KP商周專欄(第2006，2007，2008期),kp20062007,5837,0,商周專欄,https://www.fomosoc.com/p/kp20062007
2026-06-03_paid_為何800V-HVDC(高壓直流電)是必然？重電、輕電與散熱缺一不可？-深入分析第50期：HVDC與台達電.pdf,2026-06-03,only_paid,💎 付費,為何800V HVDC(高壓直流電)是必然？重電、輕電與散熱缺一不可？ - 深入分析第50期：HVDC與台達電,800v-hvdc-50hvdc,12055,0,每週深入分析,https://www.fomosoc.com/p/800v-hvdc-50hvdc
2026-05-30_free_Tesla和SpaceX考慮合併？Anthropic超越OpenAI？Dell為甚麼大漲？-KP思考筆記(第44期).pdf,2026-05-30,everyone,🆓 公開,Tesla和SpaceX考慮合併？Anthropic超越OpenAI？Dell為甚麼大漲？ - KP思考筆記(第44期),teslaspacexanthropicopenaidell-kp44,5997,0,思考筆記,https://www.fomosoc.com/p/teslaspacexanthropicopenaidell-kp44
2026-05-27_paid_白宮投資量子計算？只做成熟製程也有出頭天？營收只漲-3%但股價翻倍？-深入分析第49期：GlobalFoundries格羅方德.pdf,2026-05-27,only_paid,💎 付費,白宮投資量子計算？只做成熟製程也有出頭天？營收只漲 3%但股價翻倍？ - 深入分析第49期：GlobalFoundries格羅方德,3-49globalfoundries,12817,0,每週深入分析,https://www.fomosoc.com/p/3-49globalfoundries
2026-05-23_free_SpaceX-IPO文件所有你要知道的事-+-Anthropic轉虧為盈？矽谷裁員潮的啟示？-KP思考筆記(第43期).pdf,2026-05-23,everyone,🆓 公開,SpaceX IPO文件所有你要知道的事 + Anthropic轉虧為盈？矽谷裁員潮的啟示？ - KP思考筆記(第43期),spacex-ipo-anthropic-kp42,7464,0,思考筆記,https://www.fomosoc.com/p/spacex-ipo-anthropic-kp42
2026-05-20_paid_被遺忘的巨人重返巔峰？跨資料中心互連（DCI）成下一重點？-深入分析第48期：Nokia，Cisco.pdf,2026-05-20,only_paid,💎 付費,被遺忘的巨人重返巔峰？跨資料中心互連（DCI）成下一重點？ - 深入分析第48期：Nokia，Cisco,dci-48nokiacisco,11346,0,每週深入分析,https://www.fomosoc.com/p/dci-48nokiacisco
2026-05-17_paid_KP商周專欄(第2002，2003，2004，2005期).pdf,2026-05-17,only_paid,💎 付費,KP商周專欄(第2002，2003，2004，2005期),kp2002200320042005,7835,0,商周專欄,https://www.fomosoc.com/p/kp2002200320042005
2026-05-16_free_長端利率上升怎麼辦？Cerebras上市，對Nvidia，台積電，記憶體廠有甚麼啟示？-KP思考筆記(第42期).pdf,2026-05-16,everyone,🆓 公開,長端利率上升怎麼辦？Cerebras上市，對Nvidia，台積電，記憶體廠有甚麼啟示？- KP思考筆記(第42期),cerebrasnvidia-kp42,7951,0,思考筆記,https://www.fomosoc.com/p/cerebrasnvidia-kp42
2026-05-13_paid_邊緣AI的贏家？Agentic-AI的受惠者？是資安還是網路基礎設施公司？-深入分析第47期：Cloudflare.pdf,2026-05-13,only_paid,💎 付費,邊緣AI的贏家？Agentic AI的受惠者？是資安還是網路基礎設施公司？ - 深入分析第47期：Cloudflare,aiagentic-ai-47cloudflare,14290,0,每週深入分析,https://www.fomosoc.com/p/aiagentic-ai-47cloudflare
2026-05-09_free_高盛認為AI將迎來拐點？CPU繼續狂歡？Anthropic-OAI加速AI應用？-KP思考筆記(第41期).pdf,2026-05-09,everyone,🆓 公開,高盛認為AI將迎來拐點？CPU繼續狂歡？Anthropic OAI加速AI應用？- KP思考筆記(第41期),aicpuanthropic-oaiai-kp41,7744,0,思考筆記,https://www.fomosoc.com/p/aicpuanthropic-oaiai-kp41
2026-05-06_paid_美伊戰爭後留下了甚麼？能源供應鏈被重塑？-深入分析第46期：LNG，油田服務，煉油，化肥.pdf,2026-05-06,only_paid,💎 付費,美伊戰爭後留下了甚麼？能源供應鏈被重塑？ - 深入分析第46期：LNG，油田服務，煉油，化肥,46lng,7740,0,每週深入分析,https://www.fomosoc.com/p/46lng
2026-05-02_free_5大巨頭財報，所有你要知道的事情-KP思考筆記(第40期).pdf,2026-05-02,everyone,🆓 公開,5大巨頭財報，所有你要知道的事情 - KP思考筆記(第40期),5-kp40,9775,0,思考筆記,https://www.fomosoc.com/p/5-kp40
2026-04-29_paid_AI點燃被動元件？MLCC、鉭質電容與TLVR電感是甚麼？這次不一樣？-深入分析第45期：被動元件.pdf,2026-04-29,only_paid,💎 付費,AI點燃被動元件？MLCC、鉭質電容與TLVR電感是甚麼？這次不一樣？-深入分析第45期：被動元件,aimlcctlvr-45,7388,0,每週深入分析,https://www.fomosoc.com/p/aimlcctlvr-45
2026-04-25_free_台積電不買ASML新機？Intel皇者歸來？-KP思考筆記(第39期).pdf,2026-04-25,everyone,🆓 公開,台積電不買ASML新機？Intel皇者歸來？- KP思考筆記(第39期),asmlintel-kp39,6813,0,思考筆記,https://www.fomosoc.com/p/asmlintel-kp39
2026-04-24_paid_KP商周專欄(第2000，2001期).pdf,2026-04-24,only_paid,💎 付費,KP商周專欄(第2000，2001期),kp20002001,4039,0,商周專欄,https://www.fomosoc.com/p/kp20002001
2026-04-22_paid_AI還是泡沬嗎？資本支出仍值得擔憂嗎？雲端反彈力度最強？-深入分析第44期：Oracle，CoreWeave，Nebius.pdf,2026-04-22,only_paid,💎 付費,AI還是泡沬嗎？資本支出仍值得擔憂嗎？雲端反彈力度最強？-深入分析第44期：Oracle，CoreWeave，Nebius,ai-44oraclecoreweavenebius,13537,0,每週深入分析,https://www.fomosoc.com/p/ai-44oraclecoreweavenebius
2026-04-18_free_台積電財報有甚麼啟示？AI5能拯救特斯拉？華爾街也搶芯片？-KP思考筆記(第38期).pdf,2026-04-18,everyone,🆓 公開,台積電財報有甚麼啟示？AI5能拯救特斯拉？華爾街也搶芯片？- KP思考筆記(第38期),ai5-kp38,6118,0,思考筆記,https://www.fomosoc.com/p/ai5-kp38
2026-04-15_paid_下一個瓶頸是CPU？x86還是ARM？誰才是CPU概念股？-深入分析第43期：AMD，Intel，ARM.pdf,2026-04-15,only_paid,💎 付費,下一個瓶頸是CPU？x86還是ARM？誰才是CPU概念股？ - 深入分析第43期：AMD，Intel，ARM,cpux86armcpu-43amdintelarm,12410,0,每週深入分析,https://www.fomosoc.com/p/cpux86armcpu-43amdintelarm
2026-04-11_free_Intel連放大招？Claude新模型AI準備覺醒？亞馬遜資本支出有理？-KP思考筆記(第37期).pdf,2026-04-11,everyone,🆓 公開,Intel連放大招？Claude新模型AI準備覺醒？亞馬遜資本支出有理？ - KP思考筆記(第37期),intelclaudeai-kp37,6531,0,思考筆記,https://www.fomosoc.com/p/intelclaudeai-kp37
2026-04-08_paid_核能復興應該買甚麼？獨立發電商如何分析？-深入分析第42期：CEG，VST，TLN，OKLO-(電力系列下集).pdf,2026-04-08,only_paid,💎 付費,核能復興應該買甚麼？獨立發電商如何分析？- 深入分析第42期：CEG，VST，TLN，OKLO (電力系列下集),42cegvsttlnoklo,15596,0,每週深入分析,https://www.fomosoc.com/p/42cegvsttlnoklo
2026-04-04_free_Nvidia為何投資Marvell？Google準備破解加密貨幣？Intel最壞時刻已過？-KP思考筆記(第36期).pdf,2026-04-04,everyone,🆓 公開,Nvidia為何投資Marvell？Google準備破解加密貨幣？Intel最壞時刻已過？- KP思考筆記(第36期),nvidiamarvellgoogleintel-kp36,6239,0,思考筆記,https://www.fomosoc.com/p/nvidiamarvellgoogleintel-kp36
2026-04-03_paid_KP商周專欄(第1997_1998，1999期).pdf,2026-04-03,only_paid,💎 付費,KP商周專欄(第1997/1998，1999期),kp199719981999,4066,0,商周專欄,https://www.fomosoc.com/p/kp199719981999
2026-04-01_paid_滯脹，加息，還是只是回調？VIX衝破30就無腦買？6大指標決定入場與否？-深入分析第41期：美伊戰爭投資指南.pdf,2026-04-01,only_paid,💎 付費,滯脹，加息，還是只是回調？VIX衝破30就無腦買？6大指標決定入場與否？ - 深入分析第41期：美伊戰爭投資指南,vix306-41,14811,0,每週深入分析,https://www.fomosoc.com/p/vix306-41
2026-03-28_free_記憶體需求下降了？穩定幣怎樣了？ARM下場造晶片？-KP思考筆記(第35期).pdf,2026-03-28,everyone,🆓 公開,記憶體需求下降了？穩定幣怎樣了？ARM下場造晶片？- KP思考筆記(第35期),arm-kp35,5337,0,思考筆記,https://www.fomosoc.com/p/arm-kp35
2026-03-25_paid_光進銅進或退？不同技術的時間表？大廠都在想甚麼？-深入分析第40期：光通訊大會(OFC)2026.pdf,2026-03-25,only_paid,💎 付費,光進銅進或退？不同技術的時間表？大廠都在想甚麼？- 深入分析第40期：光通訊大會(OFC)2026,40ofc2026,15164,0,每週深入分析,https://www.fomosoc.com/p/40ofc2026
2026-03-21_free_美光財報的重點？巨頭發起光通訊新憲法？微軟提告OpenAI和亞馬遜？-KP思考筆記(第34期).pdf,2026-03-21,everyone,🆓 公開,美光財報的重點？巨頭發起光通訊新憲法？微軟提告OpenAI和亞馬遜？- KP思考筆記(第34期),openai-kp34,5805,0,思考筆記,https://www.fomosoc.com/p/openai-kp34
2026-03-20_paid_KP商周專欄(第1994，1995，1996期).pdf,2026-03-20,only_paid,💎 付費,KP商周專欄(第1994，1995，1996期),kp199419951996,5946,0,商周專欄,https://www.fomosoc.com/p/kp199419951996
2026-03-18_paid_用「公用事業」的價格買-AI-成長？不靠低買高賣？越建得多越賺得多？-深入分析第39期：傳統電力公司-(電力系列上集).pdf,2026-03-18,only_paid,💎 付費,用「公用事業」的價格買 AI 成長？不靠低買高賣？越建得多越賺得多？ - 深入分析第39期：傳統電力公司 (電力系列上集),ai-39,13131,0,每週深入分析,https://www.fomosoc.com/p/ai-39
2026-03-14_free_戰爭影響的不止是石油？甲骨文終於反彈？Meta為何收購Moltbook？-KP思考筆記(第33期).pdf,2026-03-14,everyone,🆓 公開,戰爭影響的不止是石油？甲骨文終於反彈？Meta為何收購Moltbook？- KP思考筆記(第33期),metamoltbook-kp33,7864,0,思考筆記,https://www.fomosoc.com/p/metamoltbook-kp33
2026-03-11_paid_雲端巨頭為何急需ASIC？博通為何估值比NVDA還高？光通訊是Marvell重要支柱？-深入分析第38期：Broadcom+Marvell.pdf,2026-03-11,only_paid,💎 付費,雲端巨頭為何急需ASIC？博通為何估值比NVDA還高？光通訊是Marvell重要支柱？- 深入分析第38期：Broadcom+Marvell,asicnvdamarvell-38broadcommarvell,14216,0,每週深入分析,https://www.fomosoc.com/p/asicnvdamarvell-38broadcommarvell
2026-03-07_free_動盪時期應該如何部署？光進銅進才是皇道？私人信貸風暴會影響銀行嗎？-KP思考筆記(第32期).pdf,2026-03-07,everyone,🆓 公開,動盪時期應該如何部署？光進銅進才是皇道？私人信貸風暴會影響銀行嗎？ - KP思考筆記(第32期),kp32-75c,7581,0,思考筆記,https://www.fomosoc.com/p/kp32-75c
2026-03-04_paid_戰爭買油股就好？油價掩蓋的「結構性短缺」？-深入分析第37期：石油和深海鑽探.pdf,2026-03-04,only_paid,💎 付費,戰爭買油股就好？油價掩蓋的「結構性短缺」？ - 深入分析第37期：石油和深海鑽探,37,11776,0,每週深入分析,https://www.fomosoc.com/p/37
2026-02-28_free_Nvidia還可以怎樣？SanDisk的HBF是甚麼？奈飛終於放棄了？-KP思考筆記(第31期).pdf,2026-02-28,everyone,🆓 公開,Nvidia還可以怎樣？SanDisk的HBF是甚麼？奈飛終於放棄了？ - KP思考筆記(第31期),nvidiasandiskhbf-kp31,7715,0,思考筆記,https://www.fomosoc.com/p/nvidiasandiskhbf-kp31
2026-02-25_paid_高市經濟學是甚麼？日元會怎樣走？跟着國策走就好？-深入分析第36期：日本.pdf,2026-02-25,only_paid,💎 付費,高市經濟學是甚麼？日元會怎樣走？跟着國策走就好？- 深入分析第36期：日本,36,15474,0,每週深入分析,https://www.fomosoc.com/p/36
2026-02-21_free_Meta連CPU都綁定Nvidia？私人信貸崩盤了？關稅不存在了？-KP思考筆記(第30期).pdf,2026-02-21,everyone,🆓 公開,Meta連CPU都綁定Nvidia？私人信貸崩盤了？關稅不存在了？- KP思考筆記(第30期),metanvidiacpuopenai-kp30,9329,0,思考筆記,https://www.fomosoc.com/p/metanvidiacpuopenai-kp30
2026-02-18_paid_軟件大屠殺，誰該死？誰被錯殺？機會在哪？-深入分析第35期：全體SaaS.pdf,2026-02-18,only_paid,💎 付費,軟件大屠殺，誰該死？誰被錯殺？機會在哪？ - 深入分析第35期：全體SaaS,35saas,14728,0,每週深入分析,https://www.fomosoc.com/p/35saas
2026-02-14_free_三星HBM4逆襲了？OpenAI新模型不用NVDA？谷歌用光取代HBM？-KP思考筆記(第29期).pdf,2026-02-14,everyone,🆓 公開,三星HBM4逆襲了？OpenAI新模型不用NVDA？谷歌用光取代HBM？- KP思考筆記(第29期),hbm4openainvdahbm-kp29,8879,0,思考筆記,https://www.fomosoc.com/p/hbm4openainvdahbm-kp29
2026-02-12_paid_AI-的獵物還是獵人？不是一般的SaaS？估值和增速合理嗎？-深入分析第34期：Palantir.pdf,2026-02-12,only_paid,💎 付費,AI 的獵物還是獵人？不是一般的SaaS？估值和增速合理嗎？- 深入分析第34期：Palantir,ai-saas-34palantir,15211,0,每週深入分析,https://www.fomosoc.com/p/ai-saas-34palantir
2026-02-07_free_亞馬遜這次是在賭什麼？比特幣大規模清算來了？搜索已死已成偽命題？-KP思考筆記(第28期).pdf,2026-02-07,everyone,🆓 公開,亞馬遜這次是在賭什麼？比特幣大規模清算來了？搜索已死已成偽命題？ - KP思考筆記(第28期),kp28,7572,0,思考筆記,https://www.fomosoc.com/p/kp28
